Name,UserRating,Holds,Grade
ON A HILL SIDE..,0,C6 E5 B5 D11 G9 F14 D16 G17 H17 J18,7
YOU'RE THE ONE 4 ME FATTY,3,E5 C6 B5 D11 G9 J10 H14 H16 E15 D18,7
BUMPER,3,I2 D5 E8 A8 C13 H14 H15 J18,6
ENTRY SWIRLS,3,K3 J4 I5 F10 C8 I14 J17 K18,12
TREPARRISCOS CRUSHER,3,E5 G5 E8 F12 C13 C16 B18,1
CIRCLES,3,B6 C3 H9 F11 F14 H18,11
WHISPERING ASPENS 25,0,E3 C8 G11 E15 E18,7
@ ROCKBOXBOULDERING,2,E6 I3 K8 G10 G11 I13 G16 F18,7
MATTYS PADDIES,3,F3 D4 B8 G10 G11 K13 G16 G17 B18,7
SPOTENA PAZUCHA,2,F2 D5 H8 F10 J11 H14 H17 K17 F18,5
JOINED BY HIP,2,E4 H3 I8 H10 G13 E14 F15 F18,2
WOODZ,3,C4 E3 A4 B8 B10 G13 G6 H18,7
PANAMA,3,K4 G6 H9 D10 E14 A16 D18,5
STREDA 2,3,B2 C5 B6 H5 I5 K9 I12 I13 F16 G17 C17 A18,7
UTERY,0,F2 K3 K6 K9 F10 F11 F14 F16 B18,2
EZZZZZ,2,F5 E6 F4 I8 H9 H10 F12 G13 D15 D9 F18,2
SWEATING T,2,F5 E6 D9 F10 F12 B13 C16 B18,3
I'VE GOT SOME WOOD,3,E5 C6 B5 G9 I8 D11 F13 D16 D18 A18,6
STREDA,0,A5 F6 G7 G10 J13 F15 E15 C18,2
CRIMINALLY INSANE,2,D5 F4 E8 E11 C10 C13 E14 D15 E17 F17 H18,2
EL GRINGO,3,D5 H5 I8 J11 I15 K17 F18,4
ACCEPTATION,2,G6 H5 D4 D11 C13 E16 G10 F18,4
ERIC1.0,2,F5 E4 E6 G8 F9 H10 F12 G13 G14 H15 G16 D2 H18,2
UP THE RIGHTT,2,F5 J5 I7 H10 H15 K13 H18,2
UTERY 2,0,A4 D7 G7 H12 J14 I16 H16 B10 D18,6
A.T. LLINDAR,2,H5 F5 F9 H10 E13 C16 F18,0
A.T. LLINDAR XUNGO,3,A5 C4 C10 B13 D15 C16 B18 E18,1
MUMSAYSITSMYTURNTOCLIMB,3,C4 C7 D10 F12 C15 C1 D18,2
HIME02,0,H5 J4 F9 K13 I16 F18,2
PUGADO POWER,2,I3 G6 I8 G10 D9 B7 D2 K1 C13 D15 B18,6
GETERDONE,2,C4 G4 E7 B8 H11 E13 D18,5
CIRCUIT- UP/DOWN CLIMB,2,F5 I7 H10 J11 K13 J16 C16 A14 A11 D10 D9 A6 E18 H18,5
ASTRAL CODE,3,E4 H3 G7 J8 I14 E13 F16 B10 I18,7
LA MÁS FACIL,2,C4 F5 I8 H10 F12 C13 C16 D9 E18 H18,0
MONDAY NIGHT JAMS,2,D3 H2 K5 J8 K9 I14 I15 F18,9
FREAKY FREDDIE,2,H5 D4 F8 H10 E13 J16 H18 F18,1
BOBS BOARD,3,C6 G5 G9 G12 H13 J15 C11 I18,10
BOO,2,F5 H5 F8 H10 E13 C16 B4 F18,3
25 FEB 2018,1,I1 H3 F5 H7 I9 D10 C7 G12 E14 H16 D18,2
COUNT PUGULA,2,F1 E6 F9 H10 H14 I14 K15 J3 H18,6
ICEICEBABY,3,A5 C3 B9 A11 F12 D15 E18,2
ROBY 3,2,F5 I3 J2 I7 F8 H10 F12 G13 E16 C10 F18,2
#SENZADIO,2,I4 H5 H10 F9 G13 K15 H18,3
ICE.ICE.BABY,3,A4 C3 B9 A11 F12 D15 E18,2
CRACKSANDJUGS AND A PINCH,2,A5 F4 F8 J9 J11 G13 J16 H18,2
OFENKODA,3,G3 F4 F9 I8 G12 G14 E18,5
PITUF1,2,C4 B4 D9 G10 G13 F13 H14 J16 J18,3
THE FLOODING,2,F1 K4 D5 G8 H9 I10 G13 I17 H18,7
BANJO,3,D5 G4 G10 D15 F18,8
#INFASTWETRUST,2,C4 E3 C7 F9 D12 G13 C16 F18,3
MARTINE 10,2,E3 J2 H5 F5 F8 I7 H10 F12 E13 E16 C16 F18 E18,0
SCALDABAGNO,2,E4 H5 H8 D10 E13 C16 D18,2
PITUF2,2,J6 G6 H8 F9 E11 C13 F15 E16 F18,3
TORINO 25.2,2,D5 F5 F7 H10 F12 H16 F18,3
HEGAN,3,B3 F5 E8 C8 G10 J9 D15 F18,0
HATEFUL EIGHT,3,E6 B4 A8 A11 C10 E14 G14 F18,4
SUPBOU08,2,B3 G2 H5 F8 I10 J14 J16 E13 J18,4
OLD WILD WEST,2,A5 F3 A3 E8 D11 F13 G13 H16 F18,3
THE NORTH FACE,3,J4 J6 F7 D5 A8 D12 E12 H10 B15 F18,5
CIRCULAR LOGIC HARD,3,J2 I3 E7 A6 B11 A12 D14 E17 E18,12
MADIBA,3,E6 F5 J4 I8 H9 J13 G14 F14 E14 D17 F18,4
APOLLO 11,3,D5 I5 G10 G14 K15 H18,6
CAVALLO PAZZO,2,H6 J4 K8 H9 I11 D11 F13 C15 A8 D5 F18,5
THE KITE,2,F5 F4 F7 F10 F12 D15 H15 F18,3
BLACK WHITE,0,E6 F2 F12 J13 G16 F18,4
RAINBOW CRIMP,3,H6 E6 H9 K12 H14 H17 J4 F18,6
CIRCULAR LOGIC,3,J2 I3 E7 A6 B11 A12 D14 B18,11
INVICTUS,2,A5 D6 D5 C7 G8 I8 G12 G13 E14 C13 D17 H18,4
SUPBOU07,0,E3 G2 F6 J9 G11 I13 D15 D17 A18,4
OREO CHEESECAKE,2,B3 C7 G10 C13 C15 F18,7
JOSH,2,K4 D4 I7 J11 G14 J16 J18,2
ON PG MOONBOARD,0,I4 H3 K2 F10 E14 I15 K18,11
NOT FOR SHORTIES,1,H5 E4 F8 I7 J11 H13 D15 J18,2
HOLD ON WE’RE GOING HOME,2,A2 B4 B7 F8 H10 J13 G16 F18,4
NOT FOR GRINCHES,3,F4 F2 K6 I8 H10 C10 B8 A6 D13 G13 F15 E15 E18 F18,2
DESIGNER FATIGUE,3,J3 K6 K9 H8 I12 I14 C12 A8 D17 A18,8
ZZZ,2,H5 E4 I7 H10 G13 D14 E16 I1 D18,2
P COME PIGRO,0,K5 H2 H6 G7 J9 F13 F15 H18,7
DIDACTIC PRINCIPLES,3,F2 I4 F7 A8 B9 B13 E14 C17 F18,6
...A GRAPPOLI...,0,G4 F4 E8 J8 H13 I15 D12 K18,7
P-E#2,3,C6 E5 G5 J5 B5 E9 G9 G12 E12 H13 H16 J15 J18,8
P-E2,3,C6 E5 G5 J5 B5 E9 G9 G12 E12 H13 H16 J15 I18,8
OFF TO CALI,2,E4 H5 G8 D9 F12 H15 E18,2
P-E1,3,I6 E5 G5 J5 B5 E9 G9 G12 E12 D13 D16 B15 B18,8
PLATTENKLETTEREI,3,F4 D3 B8 E11 F13 K13 I16 H18,4
YWBRWD #1,2,C4 E8 F12 C16 C18,6
FLORI,2,F5 H5 F8 I10 E13 D15 B18,2
DEN BOL IS TE MOEILIJK,2,D4 H5 E10 B10 E13 F18,3
FLEXIBLE,2,D4 H5 G7 C7 D9 H10 J11 K15 I16 E13 H18,2
RWBWDY #1,2,H5 H10 G13 D16 G18,3
UP THE LEFTT,2,A5 F5 D9 C10 E11 A11 A14 A16 B18,2
YES WE ARE,2,F5 F4 G7 D9 D10 F13 C16 D18,3
DIDACTIC FREQUENCY,3,I4 F2 F7 A8 B9 B13 D18,7
UNDERCLING DING,2,A4 F1 F5 F8 H10 G13 H16 J18,3
FLORI3,1,A5 E3 J4 H10 G13 D12 D8 C16 H18,2
WDWYRB #1,0,I6 H10 F13 C16 D18,6
WYRWDB #1,0,F5 F10 E13 G15 F18,4
THE LADDER CLIMB,2,H5 F6 F8 I7 H10 E11 G13 E16 H18,2
DYNAMIQUE IS FORBIDDEN,2,D4 H5 E10 B11 C14 C16 E18,5
SUNDAY VIBE,0,F2 G4 H7 K6 K9 H12 J14 J16 H18,2
TWISTIES,2,H5 F5 I7 H10 J11 E13 E16 C16 A9 K4 B18,2
AQUÍ NO HAY PLAYA,2,F5 E6 F8 H10 F12 G13 G17 E16 H18,2
T.N7,2,F5 G6 I7 J9 J11 G11 H10 J13 K15 J16 G16 G14 H18,2
UNNAMED5,2,E3 D4 H5 F8 F9 B11 E13 E17 F18,2
PHILDOM 1,2,K4 H5 I7 F8 F9 E10 H10 G13 J13 K15 K17 G15 H18 I18,3
UNNAMED4,0,K4 G2 J1 F6 E13 A14 F17 J18,4
あっぱれあっぷ1,3,F5 H5 I8 D8 G10 F12 F15 C16 A11 C18,2
UNNAMED1,0,H5 F6 F9 B11 F15 C3 F18,2
BLOWING WIND,2,K5 H6 G8 F10 F13 D15 F18,4
TONIGHT’S LUNCH,0,E4 I3 I5 J8 K12 F14 E14 C15 F18,8
WTH,2,H5 D9 E14 E16 G13 B18,5
UNNAMED3,3,D3 D5 K5 G8 G10 J13 F18 H18,7
EASY START ST.,2,A5 F5 G8 D9 F12 G14 E16 F18,3
HIME01,2,J6 I8 D9 F12 C14 E16 F5 B18,2
UNNAMED2,2,K4 K6 F6 I10 F13 F14 C15 B18,6
BOOLB,2,I4 F5 F8 I7 H10 C10 C7 E13 C16 K1 B18,2
LEMON EASY SQUEEZY PEASY,2,H5 H10 E8 E13 C16 B18,2
PROBLEM SUCHER,2,E3 H5 G4 K5 K1 J9 J11 E13 C16 C7 F8 B18,2
PIZZA TIME,3,F4 G2 G8 H10 J14 G16 J18,2
OOF#1,2,C4 A4 C7 C10 A11 E13 C16 F18,2
OOF#2,2,E4 H3 I7 H10 G13 E13 F18,2
WHATCHA GOT BELLE,2,F5 D5 D2 G8 D10 F12 G13 D15 C16 A18,2
R1,3,H5 J4 E9 D11 H12 G15 E15 B7 E18,7
NICK’S PROJECT,0,B4 C5 E5 G5 J6 I10 F13 G15 C17 C11 G1 C18,10
JARO,0,D3 J5 E4 F10 A9 A11 C15 B17 F18,3
UNDER THE CLINGER,0,A3 F4 F7 E8 C7 B11 C12 F13 D17 A18,6
MILD OPPVARMING,2,H5 E4 D7 D10 H10 E13 C16 J5 F18,3
BLOOB,3,E3 H5 G4 K5 K1 J9 J11 E13 F15 C16 C7 F8 B18,2
HUNGOVER AND SHIRTLESS,2,E4 H5 D9 F12 C13 C16 B18,1
AMY FOR PRESIDENT,2,H5 F6 G8 H10 D10 F12 G13 D15 F18,2
SNAGGLEPUSS,2,A2 F5 D5 I8 F12 G14 D15 J2 H18,4
THE REVENGE,3,D2 G4 E6 H8 H9 J10 I12 E13 F16 B18,4
DON’T MAKE THE BABY CRY,0,F4 K5 I7 K10 G12 G14 B13 A16 A7 B18,6
ESCAULIBUR,3,H5 K4 I7 I8 D9 E11 E13 C15 F18,3
111223,3,D5 F2 I7 I10 G11 D9 J13 H15 H17 D18,4
RICHARDS REDS,3,F6 H5 J9 G11 J16 E18,4
12 MOVES #4.2,3,B4 A8 E8 F9 H9 J11 K11 K15 G16 G17 C16 H5 B18,6
WEAKNESS LEAVING MY HAND,2,F4 E6 H9 D11 F13 C15 H16 H18,6
SPREAD EAGLE,0,K3 D3 H9 J13 G14 C15 B18,9
ESCAUFAMENT,2,H5 F5 F8 F9 C10 E13 C16 E18,2
THE JULIEN ROCK,0,E4 H6 A6 F10 C13 G16 G18,7
UNINTUITION,0,I5 G2 J2 D8 H11 J14 D14 E17 D18,9
FFFFFFFFFUUUUUUUNNNNNNNN,3,E6 F5 F3 G3 H2 E8 D9 F12 G14 G16 H18 F18,4
PIGEONS CAN'T FLY,3,E5 G5 K7 I11 J12 E15 I18,11
REED BETA,3,B4 D7 H7 I10 I11 J14 E15 D16 E18,9
DADDY HAWK,3,K6 K1 K9 F10 G13 C17 D18,9
KLEINE TRETEN DAS MAUL,2,E3 F6 F8 F9 D10 E13 F17 J16 J18,2
JOJOJOSEF,2,D4 G4 H8 G10 D9 D12 G13 C15 C16 D18,2
AHH BEES,1,F5 H5 I7 I8 F8 H10 F12 G13 G14 E13 E16 E17 F18,2
HOT STEPPER,3,A5 A6 A8 C10 B13 D15 E16 H16 J18,4
YOTE,2,A5 F5 B3 D9 H10 E13 E16 B18,2
KUBIN KRIMP,0,G4 I4 J6 F7 K9 G12 H15 H18,4
HEY BRO WHATSAPP,2,C4 D7 B10 E11 G13 E15 F18,3
ME & MY WOOD,2,D5 F5 G9 G10 E9 C10 I11 J9 J13 H14 H16 D16 D17 A18,7
12 MOVES #4,0,B4 A8 E8 F9 H9 H5 K11 I13 G16 G17 K17 C16 B18,6
ODE AN OBEN,2,A5 C4 E8 C10 E13 D18,2
CHEISTIAN WARS 1.1,2,D5 H5 F8 D10 G13 G14 I16 H18 J18,1
CHRISTIAN WARS 5.2,3,F5 A5 B8 D9 F12 E13 D15 B18,1
ANGRY MARK POOOOOOOWER,3,A4 F1 F5 F8 H10 F12 G14 G16 H16 J18,3
HAPPY HOLDS CREW,2,F2 A5 A8 E11 B13 E16 F5 A18,3
PINCH IT LIKE A BOSS,3,C4 G4 G8 G10 B9 E14 C17 H18,9
TXAKURT #1,3,K4 H5 G7 D9 G13 J18,7
DANCING SHOES (6A),2,H5 F8 H10 F12 E14 C16 D18,2
BABY HAWK,0,C4 G4 G8 G10 B9 E14 H18,8
OLIWARM,2,F5 I8 F12 G13 D15 F18,2
カラフルロック店長オリジナル5,2,I3 H5 F9 F12 D15 D18,3
JUGCITY (5+),2,J2 H5 I7 F8 E10 D10 E13 C16 B18,2
CRIMPER,3,H6 J3 J8 F10 F13 F16 I18,6
CHRISTIAN WARS 5.1,2,D4 H5 F8 H10 F12 C14 F18 B18,1
SUPBOU06,2,G2 E3 J4 G6 I8 H11 K13 H15 H17 D18,5
カラフルロック店長オリジナル4,2,D5 I5 F7 D10 F13 D15 F18,3
DEGRADACIÓN,3,K1 G6 G11 J13 H16 E15 K9 D18,7
NOBODY GOT TIME FOR THAT,3,C4 G2 G7 K5 H12 J15 B9 F18,12
INTRO TO MOONBOARD,2,F6 H5 I7 F8 H10 J11 J13 G13 E13 E16 C16 D10 B18 H18,2
FISCHSTÄBCHEN,3,B5 F3 C9 I9 G12 J13 J16 H18,10
DAIKON ALLEY,2,B6 D6 D9 D11 F11 F13 F14 I14 I16 A4 J18,7
YUP YUP,1,I3 D4 D6 A8 F10 F13 H15 G18,6
ORANGE CHIKN ON ANYTHING,2,E4 H5 F5 I8 H9 K9 J10 H13 I14 G16 K3 H18,6
カラフルロック店長オリジナル1,2,D2 E3 F8 D11 G13 D16 H18,3
カラフルロック店長オリジナル3,2,D4 F4 I7 H10 G13 E16 H18,2
WHITE WHALE WHOOPS,2,D4 H3 G7 D10 D13 B15 C18,3
YES,2,D5 H5 H2 A1 F8 F12 E13 G13 J11 F18,0
PEKING’S PATRONUS,3,H6 J6 K6 K4 G3 J9 F11 D11 E14 G13 G16 F18,7
PLEAD THE SIXTH,3,H5 K4 J8 I10 E11 H14 E17 F18,7
PLEAD THE FIFTH,3,H5 K4 J8 I10 E11 H14 F18,8
MICERINOS,3,D5 G2 G7 D11 F14 A18,8
カラフルロック店長オリジナル2,1,K4 H5 F5 A4 B8 C10 A12 D13 F13 G13 J13 J10 J18,5
PRACTICE 1,0,G3 F3 D6 E11 H11 C13 F15 F18,6
カラフルロック店長オリジナル,3,E4 H2 I7 H10 G14 E15 F18,4
UDDER ON A POP TART,2,E4 H5 J3 D6 D9 H11 C13 F17 I18 E18,8
MC4,2,D5 F5 H9 J9 J11 G13 G14 G16 K15 K17 E13 F18,0
MC2,2,H5 F5 D5 F9 J9 J11 G13 G14 G16 K16 E13 J18,0
TSK TSK,3,A5 A3 D8 D10 J8 I13 H18,8
JJ’S JAMBOREE,0,A4 D1 G7 G8 H11 J10 I14 D14 C15 D18,8
LA XATA LA RIFA,2,F5 C7 C10 G10 G13 D16 C3 H18,3
GANDALFLEGRAND,2,K3 K5 K9 F10 F11 C13 G15 B6 F18,7
AN ANIMAL?,0,D2 F4 C5 B8 E9 G9 B12 E15 F15 J14 H18,8
MC3,2,D5 F5 F9 J9 J11 G13 G14 G16 K15 K17 E13 F18,0
BIMBOUM,1,B4 G4 H4 H9 I10 K8 J15 G14 E17 C18,5
MERUCU XUSTICIERU,2,H5 F8 F12 F13 C14 F16 J10 J2 D18,3
EL CUQUIELLU MARIELLU,2,H5 F8 I9 J11 I14 F13 F16 D2 H18,4
JUMP AND CLENCH,2,F5 I8 F12 G14 H18,6
HAMMERSTEIN,2,C4 B9 E13 B18,8
PALI PALI MAGALI,2,H6 D5 D9 G10 H8 E13 H15 F17 J18,3
MUÑON O FOGON,3,J4 H6 I8 J11 F13 J16 F18,2
T CLIMB,0,F2 D3 G8 G10 H14 D15 D18,3
ÉCAILLE DE LUNE 2,2,A5 E7 F7 D11 E15 I14 I13 F18,7
REMIX,2,E3 H5 F8 H10 E13 G1 F18,2
TALONIADA POWER,3,K4 I7 H10 D11 E14 C16 F18,3
LIGHTNING,2,I3 E3 G8 D9 E11 E13 G13 G16 H18,2
DONDE NO HAY CANTO,2,E6 D9 G13 F18,4
PIOPIOPORCODDIO,2,F5 I3 J2 I7 F8 H10 C10 E13 G13 D15 E16 F18,2
FONGELADOS,3,C4 F4 B8 E11 F12 J14 G16 H18,4
HOLD UP FREN,0,A4 F4 E7 I10 G12 I14 J18,8
BEATE 2,2,A5 F5 D9 F12 D15 F18,2
GELONETA,2,A4 B4 A8 F9 D12 G14 E16 H18,4
ÉCAILLE DE LUNE 1,1,A5 E6 D6 D10 E15 I14 I13 F18,8
BEATE,2,I5 F5 G10 F12 G13 D15 F18,2
DIAGONAL,2,K4 H5 I7 F9 F12 C14 C16 A18,2
SCHEIßE ALTER,3,C4 D2 D7 A8 A12 C11 D13 E14 B15 F18,4
4X4 PT 1,2,F5 H5 I8 H10 F12 G14 D15 D8 D18,0
NO LIGHT,3,C4 H6 B8 E11 D13 G14 G16 J18,5
CHUNGUS,0,D5 H5 G8 H10 D9 C7 D12 G14 F18,2
BENE IS THE PROBLEM,0,G2 K5 I10 D11 D13 A15 E18,7
4X4 PT 4,3,F5 D5 F8 H10 E13 C16 F18,0
POCKET,0,I1 I8 F8 G11 J11 I15 G14 J18,2
4X4 PT 2,2,F5 H3 G10 D9 E13 F17 F18,0
SHIMMY JAM,2,D5 I4 I8 J11 G13 D10 C16 H18,2
COVENTRY VS WARWICK 25,2,J4 K6 I7 J9 G11 E13 C13 D16 F17 A8 H5 G3 F18,4
4X4 PT 3,3,E4 G4 G7 D9 D12 F12 D15 B18 D18,2
JUST SEND,2,H5 F6 F8 I7 H10 J11 J13 G13 E13 E16 C16 D10 H18 E18,2
YOU'RE JUST WARM - 000,0,A3 B8 C13 G13 H14 K16 K8 J18,2
THE JAP,3,D3 G4 E8 B9 F13 G14 D18,5
ZOOM,0,F6 H1 I9 K8 H11 K13 J18,6
2 FAST 2 CHUNGUS,2,H5 E4 C7 C10 E11 C13 E16 G8 F18,3
MAYBE V4,2,J6 H6 H8 D9 F12 H15 G16 H18,3
TWIN FLAME,2,F5 E6 I8 H9 I12 J12 H14 G14 G17 H17 F18,4
RIGHT OR LEFT?,2,F5 F4 F7 D9 H9 F12 F13 D16 H16 F18,3
THE HEROES WILL RETURN,3,F5 F7 F10 B12 E14 D16 B4 F18,3
PERFECT HARMONY,3,F5 E6 A8 C11 D11 F13 I14 H18,6
HALF WOOD PRINCE,2,H6 F5 F4 C8 H9 K10 H13 E12 E15 F18,6
YAY123,2,F6 H5 G4 H10 E13 F17 F18,3
FLAGS OF OUR FATHERS,3,D5 C4 F7 H9 D11 D15 D17 H18,6
THE MONUMENT,3,G6 J4 G8 E11 E15 J12 H18,7
GF,2,G3 F6 D6 H6 G8 E8 D9 C11 F11 E13 G13 F16 C15 E18,2
FATAL FIELD,3,J5 C6 B5 C11 B15 H16 I18,13
TERRA DI MEZZO,3,E6 B4 A3 B8 C10 F7 G13 G14 G16 D18,3
GABITO2,2,D5 F5 H8 D9 E11 C13 D15 B18 E18,2
HOMETOWN,2,E6 G4 F5 C3 D11 F10 H9 B12 C15 E14 H16 F18,5
KAHVARALLI,2,H5 B3 D10 G13 C16 B18,2
FUNS,2,A5 A1 C10 A14 E16 E17 H18,6
EPIC,2,G6 J6 H9 F12 C12 G15 D17 F3 F18,1
DADDY’S PROBLEMS 4,2,I2 F5 I8 D9 F12 G13 E16 G18,4
OFF THE DEEP END,2,F5 J6 K6 J11 G13 C14 B9 B18,6
CHEVALIER,0,D5 D1 B9 F13 C15 D16 A18,7
MUDFLAP,3,J6 G4 D5 C7 E11 G14 I14 G17 E17 A18,8
WOOD HAVE LH,3,C6 B5 G9 E12 D13 B15 C18,8
FOLF OTTO,2,E6 F5 G8 C10 E14 A16 D18,4
BOULDAS FO SHOULDAS,2,D5 G4 F8 G10 E13 F18,2
DADDY’S PROBLEMS 3,2,F5 F8 I7 H10 E13 H15 F18,2
HIGHER AND TIGHT,3,A5 F5 J6 K8 K9 H11 H12 C12 D15 A18,8
THIRSTY GUY,3,I4 F2 I5 F8 F10 F13 C15 D17 A18,7
WOOD HAVE RH,2,J5 I6 E9 G12 H13 J15 I18,9
SONI‘S FIRST,2,F5 H5 F8 H10 F12 E13 C16 D18 B18,2
COINTELPRO,3,A5 E2 K5 F9 H12 I13 J14 H18,1
12 MOVE #3,2,E4 G6 I8 J9 J11 K13 G13 H14 D15 C13 A16 A9 A18,5
POWER SURGE,3,E6 I5 H8 D10 F14 A15 D18,5
PROBEM,3,D4 H5 F8 J11 K11 K15 H18,2
FLYING UWE,0,D5 J3 G7 D10 G14 C16 F18,4
12 MOVES 1.2,3,E3 K4 H8 H9 J11 E12 D10 B8 A6 B13 D15 F15 F17 H18,6
HARD WITHOUT A8,1,F5 D9 A8 C14 E17 G12 B18,4
WOOD ‘N’ CHIPS LH,3,I6 E5 E9 G12 G15 E15 C18,8
BIERAM,3,B4 H4 J8 K12 F11 E14 B16 F18,9
PAUL THE SCRUB,2,E4 G5 E8 C10 G13 D16 F18,2
PERLENTAUCHER,2,D3 E2 H8 G9 A10 D14 E15 J14 J18,11
LITTLE ARM SOLDIER,0,H5 H9 K11 G14 H16 D18,5
12 MOVE #2,2,E3 G4 J4 H8 B8 C10 B13 G13 H14 G16 J16 E15 A3 J18,6
PROJECT FOLF,2,B4 E3 E8 B10 G13 E16 H18,5
WOOD ‘N’ CHIPS RH,3,C6 G5 G9 E12 E15 G15 I18,8
BLACKOUT,3,D5 D6 F4 A8 B9 B13 G14 G16 H18,6
START IN BLACK,0,E3 A6 F8 I10 D12 E14 C18,7
AMYS PROBLEM,2,F5 H5 I8 F8 H10 E13 C16 B18,2
SÅ SØT,0,G6 J5 G10 C13 F16 B18,5
‘HUCK IT^2,2,G2 D4 E8 C10 G13 G14 I16 H18,4
ARTHURUS REX,3,B6 F3 D9 F11 J10 I14 E14 J18,9
TOPINAMBUR,3,D5 F4 H9 E13 G17 D18,5
JP’S CREATION,2,F5 H5 J6 I3 F8 G10 G12 G14 H16 K14 J13 F18 H18,4
KRUTIZMRD,1,H5 D5 G8 C10 E13 E14 F18,3
NEEDFUL,3,K4 I7 I10 F11 I13 F16 H18,4
MIKES PROBLEM,2,F5 A5 D10 G13 D16 F18,2
THE OTA CROSS,3,G6 J4 G8 D10 E14 D17 H18,5
FLAGPOLE(NOT RLY),0,J5 G2 E7 A11 F13 K15 K18,8
GRANT DYNO?,3,I3 H4 F7 J10 F13 F14 A16 A18,6
DEPP,2,E4 H3 I7 D10 G13 H14 J16 H18,2
NICK 2,3,C5 E5 C8 F9 J10 I12 F13 J15 H17 G18,0
THROWPILLOW,3,I4 D5 D10 H8 D15 D17 H18,6
CRAZYCOW,2,E4 H3 I8 F10 G13 C15 F18,5
SIURANA STYLE,2,F2 I5 H9 H10 K13 K17 I16 H18,5
TUCK FALL PEOPLE,3,K5 J8 F10 F11 C8 C15 F16 I17 K18,11
DYNOSLOPEROUS,2,H1 D5 D11 F10 C13 E17 G18,4
WIDE WIDE,0,H5 B5 D10 D12 D16 K13 J11 F18,2
OSONA TEAM,3,A1 D6 A8 E11 C13 I13 G16 J8 K18 I18,6
FLEX OFFENDER,3,C4 E9 I11 H14 H17 B18,10
YELLOW EXCEPT THAT ONE,3,H2 J3 J8 J10 F10 G15 F16 K18,12
MARMITEX,0,K4 K5 K9 G10 E11 C13 D18,7
SEND IT 1,2,A5 E6 C7 F8 F9 H10 J11 G13 E13 C11 C16 H5 A18,2
FINGETTABOUTIT,3,C1 C4 B8 G10 F13 E14 D18,5
POPTOPDROPTOP,2,D4 G4 F7 G11 K9 K13 G16 J18,6
SKIN EXODUS,3,I4 F1 E8 H12 E14 C15 D18,6
GINGERS DON’T HAVE SOULS,2,I4 G4 J3 K6 I7 H10 C10 C13 C15 D17 F13 A18,4
FOR FATTIES,2,H5 J4 I7 I8 J9 H10 G11 E13 C14 E16 F6 F5 F18,2
LO PUTO MOONBOARD DE DÉU,2,D4 B7 E9 F10 E14 D16 B13 H6 F18,5
ROBY 2,2,F5 H5 E7 D10 H10 G13 E13 C13 C16 F17 J2 F18,2
FUN 1,2,D4 H5 H10 D9 E13 C16 B18,3
DOUBLE,2,F4 J4 J7 H9 H10 J13 E13 H17 F6 F18,4
DOCTORA RESIDENT,3,A3 F4 H9 G11 K13 H15 B8 H18,5
THE JAB,3,D1 D5 D10 E12 E14 G16 H16 H8 J18,4
GREEK SALAD ITA&GER,3,C4 B8 E11 D15 H15 H18,5
THE BIG ISSUE,2,F2 K6 G9 A11 B14 C15 B6 G18,9
MORDOR,3,H5 K4 I10 D12 C8 G15 D18,7
ROBY 1,2,H5 F5 F8 C7 D10 A10 A14 C16 E13 H10 I7 J2 B18,2
VILLE,3,H5 J3 F10 H13 H14 K17 F18,8
RECORD DE PRIMAVERA,3,G3 C3 C6 E8 D11 G13 E15 H16 F18,4
WATCH IT BURN,2,E4 I6 F7 G10 D11 F13 D16 F18,4
MAMASAYMAMASAMAMAKUSA,0,C4 K4 G8 G10 J12 H14 H15 F17 D17 A10 A18,7
RICHTER SCALE,2,H6 F4 G8 H9 G10 H11 G13 H14 G16 H18,3
OLLIE'S OTHER PROBLEM,2,H5 D4 D10 E13 C16 F18,3
DAYBAT,3,C4 C6 E9 G9 G12 F13 J15 H18,7
FIVETWELVE,3,F5 F12 C16 A18,8
OLLIE'S PROBLEM,2,D4 H5 F8 J11 E13 C16 B18,3
1.0,2,D5 F5 F4 I8 H11 F12 B14 C16 C17 A9 E18,3
BALLERN,2,F5 D10 G13 F18,7
L'OMBRA DEL SILENZIO,3,J6 J4 F7 E8 G8 G13 D16 D17 A11 A18,5
BARTEKS BATTLE 1,2,J2 H5 I7 H10 J11 J13 G13 G14 G16 K15 J18,2
STRAIGHT AS AN ARROW,3,F5 F12 F15 F18,10
TRAINING 1/4S,2,A4 D6 F8 D11 G12 F13 I14 D16 B2 F18 E18,3
MHSBOIS1,2,E4 H5 G7 F8 H10 F12 G13 J14 I16 J18,2
WELCOME TO THE MOON,2,F5 J6 H9 H10 D9 B7 F4 C13 H16 H18,4
KUNG FU MASTER,2,G6 K3 I8 E8 D9 C10 E14 C17 A3 F18,4
TORO SEDUTO,3,E6 F5 G4 C9 C11 C13 G14 H14 I14 H18,6
MATCHROSE,3,F5 F10 D9 J11 G14 I16 F18,6
PALEO PIZZA OFFICIAL,2,G3 E4 K3 K12 I14 I15 F10 H18,8
CHECKING BACK,2,F5 B8 E11 C13 G14 D17 F18,4
SUPBOU01,2,A4 C4 C7 C11 B13 G14 G10 D16 J16 J18,4
SUPBOU04,0,G2 E3 J4 G6 I8 H11 K13 H15 H17 B18,4
PALEO PIZZA,0,E4 G3 K3 F10 I14 I15 H18,8
BATTLEBOT,3,E4 H6 I8 H12 J13 I16 K18,6
BIGUN,3,C4 E8 D12 F16 F17 K13 J18,7
